workerid,participant_id,condition,scenario,question,response,distal,proximal,age,gender,race,ethnicity
1110,P1780166118164_2050,physical,shock,lexical,proximal,0,1,41,Female,White,Non-Hispanic
1125,P1780166130706_849,physical,hurt,cause,proximal,0,1,74,Female,White,Non-Hispanic
1125,P1780166130706_849,physical,hurt,lexical,proximal,0,1,74,Female,White,Non-Hispanic
1125,P1780166130706_849,physical,shock,cause,proximal,0,1,74,Female,White,Non-Hispanic
1125,P1780166130706_849,physical,shock,lexical,proximal,0,1,74,Female,White,Non-Hispanic
1112,P1780166121672_2777,physical,hurt,cause,distal,1,0,55,Male,White,Non-Hispanic
1112,P1780166121672_2777,physical,hurt,lexical,proximal,0,1,55,Male,White,Non-Hispanic
1112,P1780166121672_2777,physical,shock,cause,distal,1,0,55,Male,White,Non-Hispanic
1112,P1780166121672_2777,physical,shock,lexical,proximal,0,1,55,Male,White,Non-Hispanic
1201,P1780166322929_2337,physical,hurt,cause,distal,1,0,67,Female,White,
1201,P1780166322929_2337,physical,hurt,lexical,proximal,0,1,67,Female,White,
1201,P1780166322929_2337,physical,shock,cause,proximal,0,1,67,Female,White,
1201,P1780166322929_2337,physical,shock,lexical,proximal,0,1,67,Female,White,
1090,P1780166096329_8406,physical,hurt,cause,proximal,0,1,44,Male,White,Non-Hispanic
1090,P1780166096329_8406,physical,hurt,lexical,proximal,0,1,44,Male,White,Non-Hispanic
1090,P1780166096329_8406,physical,shock,cause,distal,1,0,44,Male,White,Non-Hispanic
1090,P1780166096329_8406,physical,shock,lexical,proximal,0,1,44,Male,White,Non-Hispanic
1187,P1780166283663_6752,physical,hurt,cause,distal,1,0,54,Female,White,Non-Hispanic
1187,P1780166283663_6752,physical,hurt,lexical,distal,1,0,54,Female,White,Non-Hispanic
1187,P1780166283663_6752,physical,shock,cause,proximal,0,1,54,Female,White,Non-Hispanic
1187,P1780166283663_6752,physical,shock,lexical,proximal,0,1,54,Female,White,Non-Hispanic
1306,P1780168801859_3207,physical,hurt,cause,distal,1,0,61,Female,White,Non-Hispanic
1306,P1780168801859_3207,physical,hurt,lexical,proximal,0,1,61,Female,White,Non-Hispanic
1306,P1780168801859_3207,physical,shock,cause,distal,1,0,61,Female,White,Non-Hispanic
1306,P1780168801859_3207,physical,shock,lexical,proximal,0,1,61,Female,White,Non-Hispanic
1269,P1780166761976_2128,physical,hurt,cause,proximal,0,1,44,Female,White,Non-Hispanic
1269,P1780166761976_2128,physical,hurt,lexical,proximal,0,1,44,Female,White,Non-Hispanic
1269,P1780166761976_2128,physical,shock,cause,distal,1,0,44,Female,White,Non-Hispanic
1269,P1780166761976_2128,physical,shock,lexical,proximal,0,1,44,Female,White,Non-Hispanic
1232,P1780166491608_3996,physical,hurt,cause,distal,1,0,45,Female,White,Hispanic
1232,P1780166491608_3996,physical,hurt,lexical,proximal,0,1,45,Female,White,Hispanic
1232,P1780166491608_3996,physical,shock,cause,distal,1,0,45,Female,White,Hispanic
1232,P1780166491608_3996,physical,shock,lexical,proximal,0,1,45,Female,White,Hispanic
1122,P1780166127645_1079,physical,hurt,cause,distal,1,0,35,Female,Black/African American,Non-Hispanic
1122,P1780166127645_1079,physical,hurt,lexical,proximal,0,1,35,Female,Black/African American,Non-Hispanic
1122,P1780166127645_1079,physical,shock,cause,proximal,0,1,35,Female,Black/African American,Non-Hispanic
1122,P1780166127645_1079,physical,shock,lexical,distal,1,0,35,Female,Black/African American,Non-Hispanic
1309,P1780169393917_8044,physical,hurt,cause,proximal,0,1,44,Male,White,
1309,P1780169393917_8044,physical,hurt,lexical,proximal,0,1,44,Male,White,
1309,P1780169393917_8044,physical,shock,cause,distal,1,0,44,Male,White,
1309,P1780169393917_8044,physical,shock,lexical,proximal,0,1,44,Male,White,
1216,P1780166376979_3543,physical,hurt,cause,distal,1,0,31,Male,White,
1216,P1780166376979_3543,physical,hurt,lexical,proximal,0,1,31,Male,White,
1216,P1780166376979_3543,physical,shock,cause,distal,1,0,31,Male,White,
1216,P1780166376979_3543,physical,shock,lexical,proximal,0,1,31,Male,White,
1170,P1780166241528_416,physical,hurt,cause,proximal,0,1,44,Female,White,Non-Hispanic
1170,P1780166241528_416,physical,hurt,lexical,proximal,0,1,44,Female,White,Non-Hispanic
1170,P1780166241528_416,physical,shock,cause,proximal,0,1,44,Female,White,Non-Hispanic
1170,P1780166241528_416,physical,shock,lexical,proximal,0,1,44,Female,White,Non-Hispanic
1143,P1780166183853_1220,physical,hurt,cause,proximal,0,1,46,Female,White,Non-Hispanic
1143,P1780166183853_1220,physical,hurt,lexical,proximal,0,1,46,Female,White,Non-Hispanic
1143,P1780166183853_1220,physical,shock,cause,distal,1,0,46,Female,White,Non-Hispanic
1143,P1780166183853_1220,physical,shock,lexical,distal,1,0,46,Female,White,Non-Hispanic
1296,P1780167790546_5500,physical,hurt,cause,proximal,0,1,60,Male,White,Non-Hispanic
1296,P1780167790546_5500,physical,hurt,lexical,proximal,0,1,60,Male,White,Non-Hispanic
1296,P1780167790546_5500,physical,shock,cause,distal,1,0,60,Male,White,Non-Hispanic
1296,P1780167790546_5500,physical,shock,lexical,distal,1,0,60,Male,White,Non-Hispanic
1281,P1780167574472_6122,physical,hurt,cause,distal,1,0,39,Male,White,Non-Hispanic
1281,P1780167574472_6122,physical,hurt,lexical,proximal,0,1,39,Male,White,Non-Hispanic
1281,P1780167574472_6122,physical,shock,cause,distal,1,0,39,Male,White,Non-Hispanic
1281,P1780167574472_6122,physical,shock,lexical,proximal,0,1,39,Male,White,Non-Hispanic
1130,P1780166146229_6421,physical,hurt,cause,distal,1,0,36,Female,White,Non-Hispanic
1130,P1780166146229_6421,physical,hurt,lexical,proximal,0,1,36,Female,White,Non-Hispanic
1130,P1780166146229_6421,physical,shock,cause,distal,1,0,36,Female,White,Non-Hispanic
1130,P1780166146229_6421,physical,shock,lexical,proximal,0,1,36,Female,White,Non-Hispanic
1212,P1780166372277_2257,physical,hurt,cause,distal,1,0,33,Male,White,Non-Hispanic
1212,P1780166372277_2257,physical,hurt,lexical,proximal,0,1,33,Male,White,Non-Hispanic
1212,P1780166372277_2257,physical,shock,cause,distal,1,0,33,Male,White,Non-Hispanic
1212,P1780166372277_2257,physical,shock,lexical,proximal,0,1,33,Male,White,Non-Hispanic
1275,P1780167030329_5886,physical,hurt,cause,distal,1,0,47,Female,White,Non-Hispanic
1275,P1780167030329_5886,physical,hurt,lexical,proximal,0,1,47,Female,White,Non-Hispanic
1275,P1780167030329_5886,physical,shock,cause,distal,1,0,47,Female,White,Non-Hispanic
1275,P1780167030329_5886,physical,shock,lexical,proximal,0,1,47,Female,White,Non-Hispanic
1168,P1780166237896_3934,physical,hurt,cause,proximal,0,1,54,Female,White,Non-Hispanic
1168,P1780166237896_3934,physical,hurt,lexical,proximal,0,1,54,Female,White,Non-Hispanic
1168,P1780166237896_3934,physical,shock,cause,distal,1,0,54,Female,White,Non-Hispanic
1168,P1780166237896_3934,physical,shock,lexical,proximal,0,1,54,Female,White,Non-Hispanic
1244,P1780166603462_5853,physical,hurt,cause,proximal,0,1,40,Male,White,Non-Hispanic
1244,P1780166603462_5853,physical,hurt,lexical,proximal,0,1,40,Male,White,Non-Hispanic
1244,P1780166603462_5853,physical,shock,cause,proximal,0,1,40,Male,White,Non-Hispanic
1244,P1780166603462_5853,physical,shock,lexical,proximal,0,1,40,Male,White,Non-Hispanic
1265,P1780166744511_7320,physical,hurt,cause,proximal,0,1,47,Male,White,Non-Hispanic
1265,P1780166744511_7320,physical,hurt,lexical,proximal,0,1,47,Male,White,Non-Hispanic
1265,P1780166744511_7320,physical,shock,cause,proximal,0,1,47,Male,White,Non-Hispanic
1265,P1780166744511_7320,physical,shock,lexical,proximal,0,1,47,Male,White,Non-Hispanic
1098,P1780166104545_2212,physical,hurt,cause,distal,1,0,41,Female,White,Non-Hispanic
1098,P1780166104545_2212,physical,hurt,lexical,proximal,0,1,41,Female,White,Non-Hispanic
1098,P1780166104545_2212,physical,shock,cause,distal,1,0,41,Female,White,Non-Hispanic
1098,P1780166104545_2212,physical,shock,lexical,proximal,0,1,41,Female,White,Non-Hispanic
1102,P1780166110154_4978,physical,hurt,cause,distal,1,0,27,Male,,Hispanic
1102,P1780166110154_4978,physical,hurt,lexical,proximal,0,1,27,Male,,Hispanic
1102,P1780166110154_4978,physical,shock,cause,distal,1,0,27,Male,,Hispanic
1102,P1780166110154_4978,physical,shock,lexical,proximal,0,1,27,Male,,Hispanic
1304,P1780168562553_4941,physical,hurt,cause,proximal,0,1,36,Male,White,Non-Hispanic
1304,P1780168562553_4941,physical,hurt,lexical,proximal,0,1,36,Male,White,Non-Hispanic
1304,P1780168562553_4941,physical,shock,cause,proximal,0,1,36,Male,White,Non-Hispanic
1304,P1780168562553_4941,physical,shock,lexical,proximal,0,1,36,Male,White,Non-Hispanic
1236,P1780166507387_1486,physical,hurt,cause,distal,1,0,31,Male,White,Non-Hispanic
1236,P1780166507387_1486,physical,hurt,lexical,proximal,0,1,31,Male,White,Non-Hispanic
1236,P1780166507387_1486,physical,shock,cause,distal,1,0,31,Male,White,Non-Hispanic
1236,P1780166507387_1486,physical,shock,lexical,proximal,0,1,31,Male,White,Non-Hispanic
1292,P1780167685456_2730,physical,hurt,cause,proximal,0,1,34,,White,Non-Hispanic
1292,P1780167685456_2730,physical,hurt,lexical,proximal,0,1,34,,White,Non-Hispanic
1292,P1780167685456_2730,physical,shock,cause,distal,1,0,34,,White,Non-Hispanic
1292,P1780167685456_2730,physical,shock,lexical,proximal,0,1,34,,White,Non-Hispanic
1149,P1780166200512_3775,physical,hurt,cause,distal,1,0,64,Female,White,Non-Hispanic
1149,P1780166200512_3775,physical,hurt,lexical,proximal,0,1,64,Female,White,Non-Hispanic
1149,P1780166200512_3775,physical,shock,cause,distal,1,0,64,Female,White,Non-Hispanic
1149,P1780166200512_3775,physical,shock,lexical,proximal,0,1,64,Female,White,Non-Hispanic
1145,P1780166193471_9016,physical,hurt,cause,distal,1,0,31,Female,White,Non-Hispanic
1145,P1780166193471_9016,physical,hurt,lexical,proximal,0,1,31,Female,White,Non-Hispanic
1145,P1780166193471_9016,physical,shock,cause,distal,1,0,31,Female,White,Non-Hispanic
1145,P1780166193471_9016,physical,shock,lexical,proximal,0,1,31,Female,White,Non-Hispanic
1199,P1780166309312_8754,physical,hurt,cause,distal,1,0,38,Female,White,Non-Hispanic
1199,P1780166309312_8754,physical,hurt,lexical,distal,1,0,38,Female,White,Non-Hispanic
1199,P1780166309312_8754,physical,shock,cause,distal,1,0,38,Female,White,Non-Hispanic
1199,P1780166309312_8754,physical,shock,lexical,distal,1,0,38,Female,White,Non-Hispanic
1106,P1780166114529_2019,physical,hurt,cause,distal,1,0,46,Female,White,Non-Hispanic
1106,P1780166114529_2019,physical,hurt,lexical,proximal,0,1,46,Female,White,Non-Hispanic
1106,P1780166114529_2019,physical,shock,cause,distal,1,0,46,Female,White,Non-Hispanic
1106,P1780166114529_2019,physical,shock,lexical,proximal,0,1,46,Female,White,Non-Hispanic
1156,P1780166217692_1090,physical,hurt,cause,proximal,0,1,28,Female,Asian,Non-Hispanic
1156,P1780166217692_1090,physical,hurt,lexical,proximal,0,1,28,Female,Asian,Non-Hispanic
1156,P1780166217692_1090,physical,shock,cause,proximal,0,1,28,Female,Asian,Non-Hispanic
1156,P1780166217692_1090,physical,shock,lexical,proximal,0,1,28,Female,Asian,Non-Hispanic
1128,P1780166141820_9546,physical,hurt,cause,distal,1,0,40,Male,Black/African American,
1128,P1780166141820_9546,physical,hurt,lexical,proximal,0,1,40,Male,Black/African American,
1128,P1780166141820_9546,physical,shock,cause,distal,1,0,40,Male,Black/African American,
1128,P1780166141820_9546,physical,shock,lexical,proximal,0,1,40,Male,Black/African American,
1288,P1780167549556_4454,physical,hurt,cause,proximal,0,1,50,Male,Asian,Non-Hispanic
1288,P1780167549556_4454,physical,hurt,lexical,proximal,0,1,50,Male,Asian,Non-Hispanic
1288,P1780167549556_4454,physical,shock,cause,proximal,0,1,50,Male,Asian,Non-Hispanic
1288,P1780167549556_4454,physical,shock,lexical,proximal,0,1,50,Male,Asian,Non-Hispanic
1204,P1780166344275_8328,physical,hurt,cause,distal,1,0,33,Female,Black/African American,
1204,P1780166344275_8328,physical,hurt,lexical,proximal,0,1,33,Female,Black/African American,
1204,P1780166344275_8328,physical,shock,cause,proximal,0,1,33,Female,Black/African American,
1204,P1780166344275_8328,physical,shock,lexical,distal,1,0,33,Female,Black/African American,
1242,P1780166563015_316,physical,hurt,cause,proximal,0,1,46,Male,Black/African American,Non-Hispanic
1242,P1780166563015_316,physical,hurt,lexical,proximal,0,1,46,Male,Black/African American,Non-Hispanic
1242,P1780166563015_316,physical,shock,cause,proximal,0,1,46,Male,Black/African American,Non-Hispanic
1242,P1780166563015_316,physical,shock,lexical,proximal,0,1,46,Male,Black/African American,Non-Hispanic
1234,P1780166504721_7713,physical,hurt,cause,distal,1,0,33,Female,White,Non-Hispanic
1234,P1780166504721_7713,physical,hurt,lexical,distal,1,0,33,Female,White,Non-Hispanic
1234,P1780166504721_7713,physical,shock,cause,distal,1,0,33,Female,White,Non-Hispanic
1234,P1780166504721_7713,physical,shock,lexical,distal,1,0,33,Female,White,Non-Hispanic
1302,P1780168506927_2386,physical,hurt,cause,proximal,0,1,56,Female,Black/African American,Non-Hispanic
1302,P1780168506927_2386,physical,hurt,lexical,distal,1,0,56,Female,Black/African American,Non-Hispanic
1302,P1780168506927_2386,physical,shock,cause,proximal,0,1,56,Female,Black/African American,Non-Hispanic
1302,P1780168506927_2386,physical,shock,lexical,distal,1,0,56,Female,Black/African American,Non-Hispanic
1246,P1780166610174_7833,physical,hurt,cause,proximal,0,1,49,Male,Black/African American,Non-Hispanic
1246,P1780166610174_7833,physical,hurt,lexical,proximal,0,1,49,Male,Black/African American,Non-Hispanic
1246,P1780166610174_7833,physical,shock,cause,distal,1,0,49,Male,Black/African American,Non-Hispanic
1246,P1780166610174_7833,physical,shock,lexical,proximal,0,1,49,Male,Black/African American,Non-Hispanic
1092,P1780166103177_1858,physical,hurt,cause,distal,1,0,29,Female,White,Non-Hispanic
1092,P1780166103177_1858,physical,hurt,lexical,proximal,0,1,29,Female,White,Non-Hispanic
1092,P1780166103177_1858,physical,shock,cause,distal,1,0,29,Female,White,Non-Hispanic
1092,P1780166103177_1858,physical,shock,lexical,proximal,0,1,29,Female,White,Non-Hispanic
1283,P1780167303792_5684,physical,hurt,cause,distal,1,0,22,Male,White,Non-Hispanic
1283,P1780167303792_5684,physical,hurt,lexical,proximal,0,1,22,Male,White,Non-Hispanic
1283,P1780167303792_5684,physical,shock,cause,distal,1,0,22,Male,White,Non-Hispanic
1283,P1780167303792_5684,physical,shock,lexical,proximal,0,1,22,Male,White,Non-Hispanic
1147,P1780166202909_5424,physical,hurt,cause,distal,1,0,42,Male,Black/African American,Non-Hispanic
1147,P1780166202909_5424,physical,hurt,lexical,proximal,0,1,42,Male,Black/African American,Non-Hispanic
1147,P1780166202909_5424,physical,shock,cause,distal,1,0,42,Male,Black/African American,Non-Hispanic
1147,P1780166202909_5424,physical,shock,lexical,distal,1,0,42,Male,Black/African American,Non-Hispanic
1151,P1780166201314_7465,physical,hurt,cause,distal,1,0,53,Female,White,Non-Hispanic
1151,P1780166201314_7465,physical,hurt,lexical,proximal,0,1,53,Female,White,Non-Hispanic
1151,P1780166201314_7465,physical,shock,cause,distal,1,0,53,Female,White,Non-Hispanic
1151,P1780166201314_7465,physical,shock,lexical,distal,1,0,53,Female,White,Non-Hispanic
1184,P1780166275108_9862,physical,hurt,cause,distal,1,0,32,Female,White,Non-Hispanic
1184,P1780166275108_9862,physical,hurt,lexical,proximal,0,1,32,Female,White,Non-Hispanic
1184,P1780166275108_9862,physical,shock,cause,distal,1,0,32,Female,White,Non-Hispanic
1184,P1780166275108_9862,physical,shock,lexical,distal,1,0,32,Female,White,Non-Hispanic
1108,P1780166115298_1120,physical,hurt,cause,distal,1,0,59,Male,White,Non-Hispanic
1108,P1780166115298_1120,physical,hurt,lexical,proximal,0,1,59,Male,White,Non-Hispanic
1108,P1780166115298_1120,physical,shock,cause,distal,1,0,59,Male,White,Non-Hispanic
1108,P1780166115298_1120,physical,shock,lexical,distal,1,0,59,Male,White,Non-Hispanic
1197,P1780166299620_4762,physical,hurt,cause,distal,1,0,30,Female,White,Non-Hispanic
1197,P1780166299620_4762,physical,hurt,lexical,distal,1,0,30,Female,White,Non-Hispanic
1197,P1780166299620_4762,physical,shock,cause,distal,1,0,30,Female,White,Non-Hispanic
1197,P1780166299620_4762,physical,shock,lexical,proximal,0,1,30,Female,White,Non-Hispanic
1278,P1780167057700_7323,physical,hurt,cause,distal,1,0,54,Female,White,Non-Hispanic
1278,P1780167057700_7323,physical,hurt,lexical,proximal,0,1,54,Female,White,Non-Hispanic
1278,P1780167057700_7323,physical,shock,cause,distal,1,0,54,Female,White,Non-Hispanic
1278,P1780167057700_7323,physical,shock,lexical,proximal,0,1,54,Female,White,Non-Hispanic
1158,P1780166211637_629,physical,hurt,cause,proximal,0,1,41,Male,Asian,Non-Hispanic
1158,P1780166211637_629,physical,hurt,lexical,proximal,0,1,41,Male,Asian,Non-Hispanic
1158,P1780166211637_629,physical,shock,cause,proximal,0,1,41,Male,Asian,Non-Hispanic
1158,P1780166211637_629,physical,shock,lexical,proximal,0,1,41,Male,Asian,Non-Hispanic
1263,P1780166725364_4183,physical,hurt,cause,proximal,0,1,20,Male,White,Hispanic
1263,P1780166725364_4183,physical,hurt,lexical,proximal,0,1,20,Male,White,Hispanic
1263,P1780166725364_4183,physical,shock,cause,proximal,0,1,20,Male,White,Hispanic
1263,P1780166725364_4183,physical,shock,lexical,proximal,0,1,20,Male,White,Hispanic
1172,P1780166242121_1146,physical,hurt,cause,proximal,0,1,49,Female,White,Non-Hispanic
1172,P1780166242121_1146,physical,hurt,lexical,proximal,0,1,49,Female,White,Non-Hispanic
1172,P1780166242121_1146,physical,shock,cause,distal,1,0,49,Female,White,Non-Hispanic
1172,P1780166242121_1146,physical,shock,lexical,proximal,0,1,49,Female,White,Non-Hispanic
1307,P1780168884688_2430,physical,hurt,cause,proximal,0,1,50,Male,White,Non-Hispanic
1307,P1780168884688_2430,physical,hurt,lexical,proximal,0,1,50,Male,White,Non-Hispanic
1307,P1780168884688_2430,physical,shock,cause,proximal,0,1,50,Male,White,Non-Hispanic
1307,P1780168884688_2430,physical,shock,lexical,proximal,0,1,50,Male,White,Non-Hispanic
1178,P1780166255977_76,physical,hurt,cause,distal,1,0,62,Female,Black/African American,Non-Hispanic
1178,P1780166255977_76,physical,hurt,lexical,distal,1,0,62,Female,Black/African American,Non-Hispanic
1178,P1780166255977_76,physical,shock,cause,proximal,0,1,62,Female,Black/African American,Non-Hispanic
1178,P1780166255977_76,physical,shock,lexical,proximal,0,1,62,Female,Black/African American,Non-Hispanic
1192,P1780166298865_4997,physical,hurt,cause,distal,1,0,20,Male,White,Non-Hispanic
1192,P1780166298865_4997,physical,hurt,lexical,proximal,0,1,20,Male,White,Non-Hispanic
1192,P1780166298865_4997,physical,shock,cause,distal,1,0,20,Male,White,Non-Hispanic
1192,P1780166298865_4997,physical,shock,lexical,proximal,0,1,20,Male,White,Non-Hispanic
